Ensembl Protein ID	Ensembl Transcript ID	Ensembl Gene ID	Associated Gene Name
ENSRNOP00000045873	ENSRNOT00000043971	ENSRNOG00000029134	Lphn1
ENSRNOP00000045878	ENSRNOT00000040369	ENSRNOG00000029322	Olr1767
ENSRNOP00000045882	ENSRNOT00000050214	ENSRNOG00000031593	Nanos3
ENSRNOP00000045888	ENSRNOT00000051650	ENSRNOG00000030448	
ENSRNOP00000045889	ENSRNOT00000052236	ENSRNOG00000032925	
ENSRNOP00000045890	ENSRNOT00000047564	ENSRNOG00000033940	Eltd1
ENSRNOP00000045891	ENSRNOT00000044183	ENSRNOG00000016659	Habp2
ENSRNOP00000045893	ENSRNOT00000049706	ENSRNOG00000020659	Mrpl4
ENSRNOP00000045899	ENSRNOT00000041536	ENSRNOG00000046425	Olr1388
ENSRNOP00000045912	ENSRNOT00000043609	ENSRNOG00000030162	
ENSRNOP00000045913	ENSRNOT00000048154	ENSRNOG00000033156	
ENSRNOP00000045915	ENSRNOT00000045501	ENSRNOG00000037076	
ENSRNOP00000045922	ENSRNOT00000051307	ENSRNOG00000009814	Serpine3
ENSRNOP00000045925	ENSRNOT00000042991	ENSRNOG00000031981	
ENSRNOP00000045926	ENSRNOT00000045919	ENSRNOG00000013694	Ntng2
ENSRNOP00000045927	ENSRNOT00000046383	ENSRNOG00000001645	Filip1l
ENSRNOP00000045928	ENSRNOT00000046843	ENSRNOG00000033348	Duox1
ENSRNOP00000045931	ENSRNOT00000043467	ENSRNOG00000031503	Olr1111
ENSRNOP00000045933	ENSRNOT00000043238	ENSRNOG00000030212	
ENSRNOP00000045935	ENSRNOT00000045532	ENSRNOG00000029212	Vcan
ENSRNOP00000045936	ENSRNOT00000048252	ENSRNOG00000031173	Snd1
ENSRNOP00000045937	ENSRNOT00000051767	ENSRNOG00000031084	Ly49s7
ENSRNOP00000045940	ENSRNOT00000039882	ENSRNOG00000029706	
ENSRNOP00000045941	ENSRNOT00000043099	ENSRNOG00000048864	Zfp709l1
ENSRNOP00000045942	ENSRNOT00000052018	ENSRNOG00000034007	Nr3c2
ENSRNOP00000045948	ENSRNOT00000043243	ENSRNOG00000043263	
ENSRNOP00000045952	ENSRNOT00000050637	ENSRNOG00000011881	Slc25a15
ENSRNOP00000045953	ENSRNOT00000045087	ENSRNOG00000013305	Atp2c1
ENSRNOP00000045954	ENSRNOT00000047511	ENSRNOG00000029130	RGD1563045
ENSRNOP00000045955	ENSRNOT00000049860	ENSRNOG00000032131	
ENSRNOP00000045957	ENSRNOT00000041953	ENSRNOG00000049502	Olr304
ENSRNOP00000045958	ENSRNOT00000040965	ENSRNOG00000033973	Ccdc177
ENSRNOP00000045959	ENSRNOT00000042958	ENSRNOG00000032002	Hapln1
ENSRNOP00000045965	ENSRNOT00000045980	ENSRNOG00000006713	
ENSRNOP00000045969	ENSRNOT00000052297	ENSRNOG00000039298	
ENSRNOP00000045972	ENSRNOT00000045393	ENSRNOG00000033119	Plcb4
ENSRNOP00000045973	ENSRNOT00000052327	ENSRNOG00000001094	Zfp316
ENSRNOP00000045974	ENSRNOT00000042539	ENSRNOG00000000503	Ppard
ENSRNOP00000045976	ENSRNOT00000047532	ENSRNOG00000023469	Pramel3
ENSRNOP00000045978	ENSRNOT00000051908	ENSRNOG00000004067	Nrcam
ENSRNOP00000045983	ENSRNOT00000043476	ENSRNOG00000030269	Atp2b2
ENSRNOP00000045984	ENSRNOT00000047287	ENSRNOG00000001299	Sun1
ENSRNOP00000045986	ENSRNOT00000042240	ENSRNOG00000034233	Fyttd1
ENSRNOP00000045987	ENSRNOT00000051475	ENSRNOG00000049525	
ENSRNOP00000045991	ENSRNOT00000047104	ENSRNOG00000029523	Krtap4-3
ENSRNOP00000045992	ENSRNOT00000048125	ENSRNOG00000015733	Myl12b
ENSRNOP00000045999	ENSRNOT00000052006	ENSRNOG00000031397	Stk32b
ENSRNOP00000046001	ENSRNOT00000050513	ENSRNOG00000001597	Atf2
ENSRNOP00000046011	ENSRNOT00000041175	ENSRNOG00000033522	Prdm2
ENSRNOP00000046014	ENSRNOT00000051763	ENSRNOG00000002884	Blzf1
ENSRNOP00000046025	ENSRNOT00000047427	ENSRNOG00000002598	Hnf1b
ENSRNOP00000046026	ENSRNOT00000047157	ENSRNOG00000015293	Tcte3
ENSRNOP00000046028	ENSRNOT00000049536	ENSRNOG00000031081	Stat2
ENSRNOP00000046029	ENSRNOT00000050334	ENSRNOG00000047849	Olr768
ENSRNOP00000046030	ENSRNOT00000044810	ENSRNOG00000005908	Dmtf1
ENSRNOP00000046032	ENSRNOT00000046886	ENSRNOG00000031387	Dazap1
ENSRNOP00000046035	ENSRNOT00000047602	ENSRNOG00000032554	Scd4
ENSRNOP00000046036	ENSRNOT00000051387	ENSRNOG00000029310	
ENSRNOP00000046039	ENSRNOT00000040772	ENSRNOG00000030253	Fam19a3
ENSRNOP00000046043	ENSRNOT00000040663	ENSRNOG00000046732	Olr61
ENSRNOP00000046045	ENSRNOT00000045584	ENSRNOG00000030575	
ENSRNOP00000046048	ENSRNOT00000011337	ENSRNOG00000008576	
ENSRNOP00000046049	ENSRNOT00000046656	ENSRNOG00000029633	Olr1340
ENSRNOP00000046052	ENSRNOT00000041988	ENSRNOG00000008393	Tax1bp1
ENSRNOP00000046054	ENSRNOT00000049592	ENSRNOG00000000495	Uhrf1bp1
ENSRNOP00000046059	ENSRNOT00000041839	ENSRNOG00000018674	Ntrk3
ENSRNOP00000046062	ENSRNOT00000051855	ENSRNOG00000032042	RGD1560108
ENSRNOP00000046063	ENSRNOT00000044742	ENSRNOG00000033026	Dclk3
ENSRNOP00000046067	ENSRNOT00000040204	ENSRNOG00000022609	Mrps10
ENSRNOP00000046069	ENSRNOT00000043554	ENSRNOG00000030404	Arrb1
ENSRNOP00000046070	ENSRNOT00000048255	ENSRNOG00000039060	
ENSRNOP00000046072	ENSRNOT00000046512	ENSRNOG00000002783	Serpinc1
ENSRNOP00000046078	ENSRNOT00000042277	ENSRNOG00000031671	Rasgef1a
ENSRNOP00000046081	ENSRNOT00000052100	ENSRNOG00000031003	
ENSRNOP00000046085	ENSRNOT00000034910	ENSRNOG00000027620	
ENSRNOP00000046087	ENSRNOT00000045406	ENSRNOG00000025261	
ENSRNOP00000046090	ENSRNOT00000048495	ENSRNOG00000030107	Rps18-ps3
ENSRNOP00000046091	ENSRNOT00000048790	ENSRNOG00000029914	Cacna1i
ENSRNOP00000046094	ENSRNOT00000039998	ENSRNOG00000030676	RGD1562885
ENSRNOP00000046097	ENSRNOT00000047281	ENSRNOG00000039261	Vom2r55
ENSRNOP00000046098	ENSRNOT00000048085	ENSRNOG00000047390	Olr1726
ENSRNOP00000046100	ENSRNOT00000040592	ENSRNOG00000033956	Zfp42l
ENSRNOP00000046105	ENSRNOT00000046533	ENSRNOG00000030077	
ENSRNOP00000046106	ENSRNOT00000042003	ENSRNOG00000030102	Mboat4
ENSRNOP00000046109	ENSRNOT00000051097	ENSRNOG00000010037	Epb4.1
ENSRNOP00000046114	ENSRNOT00000046330	ENSRNOG00000032101	Morc1
ENSRNOP00000046122	ENSRNOT00000043935	ENSRNOG00000029703	
ENSRNOP00000046124	ENSRNOT00000044311	ENSRNOG00000030250	
ENSRNOP00000046127	ENSRNOT00000043427	ENSRNOG00000031798	RPL38
ENSRNOP00000046132	ENSRNOT00000040600	ENSRNOG00000029126	Prl7a4
ENSRNOP00000046133	ENSRNOT00000042764	ENSRNOG00000050529	
ENSRNOP00000046139	ENSRNOT00000045101	ENSRNOG00000047181	
ENSRNOP00000046140	ENSRNOT00000040969	ENSRNOG00000010795	Cnot4
ENSRNOP00000046148	ENSRNOT00000047230	ENSRNOG00000049674	
ENSRNOP00000046150	ENSRNOT00000040771	ENSRNOG00000030291	
ENSRNOP00000046151	ENSRNOT00000044407	ENSRNOG00000049557	
ENSRNOP00000046154	ENSRNOT00000043806	ENSRNOG00000048540	Olr81
ENSRNOP00000046157	ENSRNOT00000040909	ENSRNOG00000031358	RGD1564469
ENSRNOP00000046161	ENSRNOT00000041089	ENSRNOG00000047568	Vom2r64
ENSRNOP00000046164	ENSRNOT00000051060	ENSRNOG00000001575	Grik1
ENSRNOP00000046167	ENSRNOT00000041798	ENSRNOG00000032705	Bcl7b
ENSRNOP00000046168	ENSRNOT00000046417	ENSRNOG00000029755	Olr199
ENSRNOP00000046185	ENSRNOT00000051732	ENSRNOG00000031595	Stmnd1
ENSRNOP00000046187	ENSRNOT00000046402	ENSRNOG00000029545	H1fnt
ENSRNOP00000046193	ENSRNOT00000051256	ENSRNOG00000050896	
ENSRNOP00000046194	ENSRNOT00000046888	ENSRNOG00000023334	Parp14
ENSRNOP00000046203	ENSRNOT00000047440	ENSRNOG00000019277	Vdac3
ENSRNOP00000046207	ENSRNOT00000046310	ENSRNOG00000050125	Olr779
ENSRNOP00000046223	ENSRNOT00000042213	ENSRNOG00000033584	
ENSRNOP00000046225	ENSRNOT00000044276	ENSRNOG00000039854	
ENSRNOP00000046226	ENSRNOT00000049508	ENSRNOG00000030508	
ENSRNOP00000046230	ENSRNOT00000052319	ENSRNOG00000024870	Anks1b
ENSRNOP00000046233	ENSRNOT00000052395	ENSRNOG00000031396	Grb14
ENSRNOP00000046235	ENSRNOT00000047303	ENSRNOG00000026985	Phldb1
ENSRNOP00000046243	ENSRNOT00000052134	ENSRNOG00000046508	
ENSRNOP00000046247	ENSRNOT00000052043	ENSRNOG00000030386	Cldn18
ENSRNOP00000046248	ENSRNOT00000040898	ENSRNOG00000033527	Pappa
ENSRNOP00000046251	ENSRNOT00000045723	ENSRNOG00000015227	
ENSRNOP00000046259	ENSRNOT00000051009	ENSRNOG00000010681	Pitx2
ENSRNOP00000046261	ENSRNOT00000040556	ENSRNOG00000042996	
ENSRNOP00000046265	ENSRNOT00000040697	ENSRNOG00000033330	Skida1
ENSRNOP00000046270	ENSRNOT00000046700	ENSRNOG00000016070	Trpc3
ENSRNOP00000046271	ENSRNOT00000050398	ENSRNOG00000031731	Fam216a
ENSRNOP00000046273	ENSRNOT00000045830	ENSRNOG00000030276	Ctsm
ENSRNOP00000046276	ENSRNOT00000051687	ENSRNOG00000015394	Trpv5
ENSRNOP00000046277	ENSRNOT00000040736	ENSRNOG00000011815	Sgk1
ENSRNOP00000046278	ENSRNOT00000040447	ENSRNOG00000049843	
ENSRNOP00000046279	ENSRNOT00000041840	ENSRNOG00000030907	Ctf2
ENSRNOP00000046281	ENSRNOT00000051911	ENSRNOG00000030364	
ENSRNOP00000046284	ENSRNOT00000051082	ENSRNOG00000036747	
ENSRNOP00000046286	ENSRNOT00000044008	ENSRNOG00000005229	Sec16b
ENSRNOP00000046296	ENSRNOT00000043572	ENSRNOG00000008047	Khk
ENSRNOP00000046297	ENSRNOT00000047580	ENSRNOG00000031805	Krt36
ENSRNOP00000046298	ENSRNOT00000045270	ENSRNOG00000033618	RGD1564680
ENSRNOP00000046300	ENSRNOT00000045855	ENSRNOG00000023943	Gbp1
ENSRNOP00000046301	ENSRNOT00000043590	ENSRNOG00000030278	RGD1564839
ENSRNOP00000046309	ENSRNOT00000050333	ENSRNOG00000029978	Olr122
ENSRNOP00000046310	ENSRNOT00000045171	ENSRNOG00000049899	Olr1321
ENSRNOP00000046312	ENSRNOT00000040244	ENSRNOG00000033366	
ENSRNOP00000046320	ENSRNOT00000047734	ENSRNOG00000007436	1600002H07Rik
ENSRNOP00000046329	ENSRNOT00000049607	ENSRNOG00000046869	Olr233
ENSRNOP00000046335	ENSRNOT00000048613	ENSRNOG00000031785	Krt76
ENSRNOP00000046340	ENSRNOT00000050538	ENSRNOG00000050743	ADORA3
ENSRNOP00000046341	ENSRNOT00000042582	ENSRNOG00000030412	Olr1378
ENSRNOP00000046345	ENSRNOT00000041237	ENSRNOG00000031421	Eif1a
ENSRNOP00000046347	ENSRNOT00000039993	ENSRNOG00000045591	
ENSRNOP00000046348	ENSRNOT00000042507	ENSRNOG00000033679	
ENSRNOP00000046349	ENSRNOT00000041452	ENSRNOG00000042080	Il31ra
ENSRNOP00000046352	ENSRNOT00000040738	ENSRNOG00000033061	Vom1r56
ENSRNOP00000046353	ENSRNOT00000041732	ENSRNOG00000030956	RGD1561114
ENSRNOP00000046354	ENSRNOT00000009447	ENSRNOG00000007148	
ENSRNOP00000046355	ENSRNOT00000039927	ENSRNOG00000033732	
ENSRNOP00000046356	ENSRNOT00000047026	ENSRNOG00000049458	
ENSRNOP00000046362	ENSRNOT00000045718	ENSRNOG00000049898	Myh4
ENSRNOP00000046364	ENSRNOT00000045320	ENSRNOG00000029121	
ENSRNOP00000046366	ENSRNOT00000047647	ENSRNOG00000046346	Olr1063
ENSRNOP00000046370	ENSRNOT00000040650	ENSRNOG00000028557	Hibch
ENSRNOP00000046380	ENSRNOT00000043384	ENSRNOG00000028586	Mcph1
ENSRNOP00000046381	ENSRNOT00000050463	ENSRNOG00000025056	Gm6772
ENSRNOP00000046383	ENSRNOT00000045512	ENSRNOG00000050266	Hist1h2ao
ENSRNOP00000046399	ENSRNOT00000044844	ENSRNOG00000019036	Ldhd
ENSRNOP00000046400	ENSRNOT00000046463	ENSRNOG00000006582	Aptx
ENSRNOP00000046404	ENSRNOT00000042331	ENSRNOG00000001120	Med13l
ENSRNOP00000046409	ENSRNOT00000049571	ENSRNOG00000046349	Rpl21-ps6
ENSRNOP00000046410	ENSRNOT00000051522	ENSRNOG00000021660	Nprl2
ENSRNOP00000046413	ENSRNOT00000045882	ENSRNOG00000008970	Pcdh17
ENSRNOP00000046414	ENSRNOT00000043693	ENSRNOG00000030371	MT-CO2
ENSRNOP00000046415	ENSRNOT00000039954	ENSRNOG00000010031	Vtn
ENSRNOP00000046417	ENSRNOT00000041596	ENSRNOG00000022261	Mlf1ip
ENSRNOP00000046422	ENSRNOT00000042498	ENSRNOG00000033583	Zfp938
ENSRNOP00000046427	ENSRNOT00000041410	ENSRNOG00000033843	RGD1562953
ENSRNOP00000046429	ENSRNOT00000044699	ENSRNOG00000048065	
ENSRNOP00000046432	ENSRNOT00000049621	ENSRNOG00000030445	Ormdl3
ENSRNOP00000046440	ENSRNOT00000048677	ENSRNOG00000033744	Rasgrp4
ENSRNOP00000046443	ENSRNOT00000040147	ENSRNOG00000022822	Fam169b
ENSRNOP00000046444	ENSRNOT00000040634	ENSRNOG00000022107	RT1-M6-1
ENSRNOP00000046447	ENSRNOT00000040963	ENSRNOG00000016960	Polr3e
ENSRNOP00000046448	ENSRNOT00000031056	ENSRNOG00000011626	
ENSRNOP00000046455	ENSRNOT00000044376	ENSRNOG00000031233	Mapk12
ENSRNOP00000046458	ENSRNOT00000044429	ENSRNOG00000029576	Olr624
ENSRNOP00000046459	ENSRNOT00000046152	ENSRNOG00000021996	Nlrp4
ENSRNOP00000046461	ENSRNOT00000040016	ENSRNOG00000033479	Pcdhb21
ENSRNOP00000046464	ENSRNOT00000050751	ENSRNOG00000048132	Olr927
ENSRNOP00000046467	ENSRNOT00000047214	ENSRNOG00000031635	Fam47e
ENSRNOP00000046473	ENSRNOT00000048273	ENSRNOG00000032861	
ENSRNOP00000046474	ENSRNOT00000041023	ENSRNOG00000008392	Sbf1
ENSRNOP00000046476	ENSRNOT00000047861	ENSRNOG00000029197	Diablo
ENSRNOP00000046477	ENSRNOT00000048546	ENSRNOG00000038242	
ENSRNOP00000046482	ENSRNOT00000050916	ENSRNOG00000049837	
ENSRNOP00000046487	ENSRNOT00000051559	ENSRNOG00000028963	RGD1562755
ENSRNOP00000046488	ENSRNOT00000049180	ENSRNOG00000002229	Adcy5
ENSRNOP00000046491	ENSRNOT00000047840	ENSRNOG00000002292	Hnrpd
ENSRNOP00000046494	ENSRNOT00000049597	ENSRNOG00000037014	
ENSRNOP00000046496	ENSRNOT00000042246	ENSRNOG00000033422	Olr561
ENSRNOP00000046497	ENSRNOT00000044565	ENSRNOG00000029394	Dusp8
ENSRNOP00000046498	ENSRNOT00000034274	ENSRNOG00000021884	
ENSRNOP00000046506	ENSRNOT00000047018	ENSRNOG00000009016	
ENSRNOP00000046507	ENSRNOT00000045163	ENSRNOG00000018740	Ugt1a2
ENSRNOP00000046508	ENSRNOT00000041138	ENSRNOG00000003063	Phka1
ENSRNOP00000046509	ENSRNOT00000045326	ENSRNOG00000034015	Capn2
ENSRNOP00000046510	ENSRNOT00000051646	ENSRNOG00000047925	Olr1673
ENSRNOP00000046515	ENSRNOT00000047517	ENSRNOG00000032947	
ENSRNOP00000046519	ENSRNOT00000043580	ENSRNOG00000028930	Dab2
ENSRNOP00000046524	ENSRNOT00000047210	ENSRNOG00000026649	Dnmt3a
ENSRNOP00000046527	ENSRNOT00000045603	ENSRNOG00000029497	Ube2d4l1
ENSRNOP00000046539	ENSRNOT00000050112	ENSRNOG00000029522	Defa6
ENSRNOP00000046542	ENSRNOT00000049652	ENSRNOG00000029559	RGD1563554
ENSRNOP00000046543	ENSRNOT00000045935	ENSRNOG00000004005	Camk2b
ENSRNOP00000046545	ENSRNOT00000049950	ENSRNOG00000046632	Olr581
ENSRNOP00000046549	ENSRNOT00000042532	ENSRNOG00000030216	Abcg3l1
ENSRNOP00000046551	ENSRNOT00000047171	ENSRNOG00000031533	Dcaf12l2
ENSRNOP00000046553	ENSRNOT00000041984	ENSRNOG00000032635	Rpl8
ENSRNOP00000046560	ENSRNOT00000045362	ENSRNOG00000028910	A430105I19Rik
ENSRNOP00000046565	ENSRNOT00000048103	ENSRNOG00000000833	Vars2
ENSRNOP00000046569	ENSRNOT00000040879	ENSRNOG00000050885	Sult1c2
ENSRNOP00000046572	ENSRNOT00000044160	ENSRNOG00000049468	
ENSRNOP00000046575	ENSRNOT00000052240	ENSRNOG00000030468	Olr475
ENSRNOP00000046578	ENSRNOT00000040493	ENSRNOG00000032343	
ENSRNOP00000046588	ENSRNOT00000049463	ENSRNOG00000030984	Stfa3l1
ENSRNOP00000046593	ENSRNOT00000046746	ENSRNOG00000018524	Ezr
ENSRNOP00000046594	ENSRNOT00000048695	ENSRNOG00000037839	P2ry10
ENSRNOP00000046596	ENSRNOT00000052329	ENSRNOG00000050291	Olr1459
ENSRNOP00000046597	ENSRNOT00000043172	ENSRNOG00000016924	Acly
ENSRNOP00000046598	ENSRNOT00000049722	ENSRNOG00000033665	Mrgprx2
ENSRNOP00000046600	ENSRNOT00000040851	ENSRNOG00000031061	
ENSRNOP00000046606	ENSRNOT00000049474	ENSRNOG00000029308	Lrmp
ENSRNOP00000046608	ENSRNOT00000048343	ENSRNOG00000047976	Olr1558
ENSRNOP00000046614	ENSRNOT00000049754	ENSRNOG00000047749	Olr1393
ENSRNOP00000046616	ENSRNOT00000047010	ENSRNOG00000031978	
ENSRNOP00000046622	ENSRNOT00000047234	ENSRNOG00000014137	Fbln1
ENSRNOP00000046624	ENSRNOT00000047240	ENSRNOG00000029147	Rbm11
ENSRNOP00000046626	ENSRNOT00000048946	ENSRNOG00000047388	Vom2r4
ENSRNOP00000046627	ENSRNOT00000052396	ENSRNOG00000009548	Fpgt
ENSRNOP00000046631	ENSRNOT00000032067	ENSRNOG00000026827	
ENSRNOP00000046632	ENSRNOT00000040021	ENSRNOG00000031134	Serpinb3
ENSRNOP00000046647	ENSRNOT00000044131	ENSRNOG00000023664	Lepr
ENSRNOP00000046649	ENSRNOT00000037885	ENSRNOG00000027866	
ENSRNOP00000046652	ENSRNOT00000048219	ENSRNOG00000029528	Cbs
ENSRNOP00000046654	ENSRNOT00000051892	ENSRNOG00000020578	Ceacam1
ENSRNOP00000046655	ENSRNOT00000048614	ENSRNOG00000030150	4930407I10Rik
ENSRNOP00000046656	ENSRNOT00000048817	ENSRNOG00000017960	Deaf1
ENSRNOP00000046662	ENSRNOT00000045930	ENSRNOG00000012165	Ccdc129
ENSRNOP00000046663	ENSRNOT00000046290	ENSRNOG00000031903	Olr289
ENSRNOP00000046664	ENSRNOT00000043182	ENSRNOG00000031792	Mcpt1l3
ENSRNOP00000046666	ENSRNOT00000043737	ENSRNOG00000030688	Lrrc2
ENSRNOP00000046667	ENSRNOT00000041296	ENSRNOG00000033134	Mef2c
ENSRNOP00000046669	ENSRNOT00000041479	ENSRNOG00000033461	RGD1561815
ENSRNOP00000046671	ENSRNOT00000046713	ENSRNOG00000032999	
ENSRNOP00000046674	ENSRNOT00000045517	ENSRNOG00000030868	
ENSRNOP00000046676	ENSRNOT00000046694	ENSRNOG00000047011	
ENSRNOP00000046681	ENSRNOT00000048500	ENSRNOG00000032512	Olr1144
ENSRNOP00000046682	ENSRNOT00000046688	ENSRNOG00000045627	Olr552
ENSRNOP00000046683	ENSRNOT00000040059	ENSRNOG00000029435	Vom1r82
ENSRNOP00000046690	ENSRNOT00000050612	ENSRNOG00000020351	Vps4a
ENSRNOP00000046691	ENSRNOT00000041215	ENSRNOG00000030127	Eml2
ENSRNOP00000046692	ENSRNOT00000048378	ENSRNOG00000034190	IGH-6
ENSRNOP00000046697	ENSRNOT00000040737	ENSRNOG00000005365	Kcnip1
ENSRNOP00000046698	ENSRNOT00000044316	ENSRNOG00000030015	
ENSRNOP00000046700	ENSRNOT00000047852	ENSRNOG00000048223	Olr211
ENSRNOP00000046702	ENSRNOT00000041861	ENSRNOG00000050995	Zfp626
ENSRNOP00000046706	ENSRNOT00000049630	ENSRNOG00000050467	Olr480
ENSRNOP00000046708	ENSRNOT00000051311	ENSRNOG00000024953	
ENSRNOP00000046711	ENSRNOT00000051185	ENSRNOG00000029059	
ENSRNOP00000046713	ENSRNOT00000046919	ENSRNOG00000017758	
ENSRNOP00000046721	ENSRNOT00000047380	ENSRNOG00000032561	SLC52A2
ENSRNOP00000046722	ENSRNOT00000044521	ENSRNOG00000010699	Trim43a
ENSRNOP00000046724	ENSRNOT00000049240	ENSRNOG00000031141	Tmem89
ENSRNOP00000046729	ENSRNOT00000042747	ENSRNOG00000031688	Olr1073
ENSRNOP00000046730	ENSRNOT00000040655	ENSRNOG00000029615	Olr1453
ENSRNOP00000046733	ENSRNOT00000046980	ENSRNOG00000033109	
ENSRNOP00000046736	ENSRNOT00000047996	ENSRNOG00000050826	Olr695
ENSRNOP00000046737	ENSRNOT00000047109	ENSRNOG00000050001	
ENSRNOP00000046740	ENSRNOT00000046266	ENSRNOG00000017644	Usp6nl
ENSRNOP00000046742	ENSRNOT00000051470	ENSRNOG00000045867	Olr860
ENSRNOP00000046748	ENSRNOT00000044697	ENSRNOG00000045823	Olr1014
ENSRNOP00000046750	ENSRNOT00000052175	ENSRNOG00000050682	
ENSRNOP00000046751	ENSRNOT00000043216	ENSRNOG00000008237	Unc13b
ENSRNOP00000046752	ENSRNOT00000045309	ENSRNOG00000033699	Ly49si2
ENSRNOP00000046755	ENSRNOT00000047765	ENSRNOG00000037945	
ENSRNOP00000046756	ENSRNOT00000044249	ENSRNOG00000033025	Olr1192
ENSRNOP00000046757	ENSRNOT00000046568	ENSRNOG00000034129	
ENSRNOP00000046759	ENSRNOT00000049864	ENSRNOG00000032522	RGD1560784
ENSRNOP00000046761	ENSRNOT00000044115	ENSRNOG00000030201	Olr331
ENSRNOP00000046765	ENSRNOT00000043135	ENSRNOG00000030215	Olr245
ENSRNOP00000046768	ENSRNOT00000041809	ENSRNOG00000021030	Usf2
ENSRNOP00000046774	ENSRNOT00000043451	ENSRNOG00000033280	Pam
ENSRNOP00000046777	ENSRNOT00000044121	ENSRNOG00000009199	Accs
ENSRNOP00000046778	ENSRNOT00000039877	ENSRNOG00000010388	Slc21a4
ENSRNOP00000046782	ENSRNOT00000040534	ENSRNOG00000047426	Olr1408
ENSRNOP00000046783	ENSRNOT00000044477	ENSRNOG00000033790	Hnrnpu
ENSRNOP00000046787	ENSRNOT00000043267	ENSRNOG00000031845	
ENSRNOP00000046789	ENSRNOT00000049468	ENSRNOG00000029470	
ENSRNOP00000046792	ENSRNOT00000045743	ENSRNOG00000048229	Olr781
ENSRNOP00000046794	ENSRNOT00000050494	ENSRNOG00000019087	Fam174a
ENSRNOP00000046802	ENSRNOT00000044402	ENSRNOG00000043092	
ENSRNOP00000046810	ENSRNOT00000039949	ENSRNOG00000016533	Gabre
ENSRNOP00000046821	ENSRNOT00000042522	ENSRNOG00000025516	Oc90
ENSRNOP00000046828	ENSRNOT00000047666	ENSRNOG00000031890	Ncam1
ENSRNOP00000046830	ENSRNOT00000040313	ENSRNOG00000026650	Tmprss4
ENSRNOP00000046834	ENSRNOT00000048900	ENSRNOG00000022721	RGD1559899
ENSRNOP00000046837	ENSRNOT00000044505	ENSRNOG00000046767	
ENSRNOP00000046841	ENSRNOT00000044931	ENSRNOG00000009580	Lca5
ENSRNOP00000046842	ENSRNOT00000045053	ENSRNOG00000018118	Atad3a
ENSRNOP00000046844	ENSRNOT00000045972	ENSRNOG00000029323	
ENSRNOP00000046845	ENSRNOT00000045415	ENSRNOG00000031368	
ENSRNOP00000046846	ENSRNOT00000040060	ENSRNOG00000033235	Relb
ENSRNOP00000046848	ENSRNOT00000041353	ENSRNOG00000049640	Olr1376
ENSRNOP00000046853	ENSRNOT00000042834	ENSRNOG00000030551	1700057G04Rik
ENSRNOP00000046861	ENSRNOT00000043988	ENSRNOG00000031942	Olr1313
ENSRNOP00000046863	ENSRNOT00000041975	ENSRNOG00000000282	Gsc2
ENSRNOP00000046866	ENSRNOT00000012418	ENSRNOG00000009365	Gabpb1l
ENSRNOP00000046867	ENSRNOT00000051445	ENSRNOG00000012794	Grhpr
ENSRNOP00000046873	ENSRNOT00000049512	ENSRNOG00000000973	RGD1563425
ENSRNOP00000046880	ENSRNOT00000051755	ENSRNOG00000017299	Phrf1
ENSRNOP00000046881	ENSRNOT00000044587	ENSRNOG00000050845	Olr1007
ENSRNOP00000046889	ENSRNOT00000048973	ENSRNOG00000012418	
ENSRNOP00000046899	ENSRNOT00000049300	ENSRNOG00000017592	
ENSRNOP00000046900	ENSRNOT00000045647	ENSRNOG00000029762	Acr
ENSRNOP00000046904	ENSRNOT00000045686	ENSRNOG00000042224	Cyp2j10
ENSRNOP00000046914	ENSRNOT00000046385	ENSRNOG00000028997	RGD1561671
ENSRNOP00000046916	ENSRNOT00000047222	ENSRNOG00000045596	Olr205
ENSRNOP00000046918	ENSRNOT00000048036	ENSRNOG00000032664	RT1-O1
ENSRNOP00000046923	ENSRNOT00000050832	ENSRNOG00000014030	Synm
ENSRNOP00000046942	ENSRNOT00000045183	ENSRNOG00000014670	Zmynd11
ENSRNOP00000046943	ENSRNOT00000043154	ENSRNOG00000034126	Pcdhga2
ENSRNOP00000046944	ENSRNOT00000042088	ENSRNOG00000034303	Spon1
ENSRNOP00000046953	ENSRNOT00000047850	ENSRNOG00000029278	
ENSRNOP00000046956	ENSRNOT00000042068	ENSRNOG00000032682	Olfr790
ENSRNOP00000046963	ENSRNOT00000050325	ENSRNOG00000029091	Stmn1
ENSRNOP00000046964	ENSRNOT00000051473	ENSRNOG00000024376	Zfp111
ENSRNOP00000046966	ENSRNOT00000026712	ENSRNOG00000050730	
ENSRNOP00000046974	ENSRNOT00000050676	ENSRNOG00000046189	
ENSRNOP00000046981	ENSRNOT00000044900	ENSRNOG00000001622	Impg2
ENSRNOP00000046982	ENSRNOT00000041537	ENSRNOG00000029847	
ENSRNOP00000046983	ENSRNOT00000045964	ENSRNOG00000007801	R3hdm2
ENSRNOP00000046989	ENSRNOT00000050456	ENSRNOG00000029211	
ENSRNOP00000046991	ENSRNOT00000042474	ENSRNOG00000000985	Cpsf4
ENSRNOP00000046992	ENSRNOT00000040278	ENSRNOG00000030106	RGD1564698
ENSRNOP00000046997	ENSRNOT00000044278	ENSRNOG00000009967	OTOF
ENSRNOP00000046998	ENSRNOT00000047037	ENSRNOG00000047803	Olr1417
ENSRNOP00000047008	ENSRNOT00000046583	ENSRNOG00000049936	Olr1615
